date,pm25,pm10,no2,no,o3,so2,co,h2s,tsp,co2
2024-12-18,25.4,27.17,13.1,8.08,,12.07,298.25,4.45,135.47,
2024-12-19,23.19,26.22,13.77,10.88,,27.59,317.65,3.99,135.66,
2024-12-20,19.97,26.23,12.96,10.1,,28.99,324.9,3.68,135.61,
2024-12-21,22.8,26.26,12.67,9.46,,39.9,328.12,3.69,135.0,
2024-12-22,25.98,26.41,12.52,8.96,,35.74,293.19,3.68,134.87,
2024-12-23,26.99,26.6,18.85,19.14,,25.32,480.6,4.15,135.0,
2024-12-24,9.77,15.24,52.57,69.29,,20.21,1217.97,4.99,,
2024-12-25,41.25,45.61,44.7,70.6,,28.79,1072.58,4.18,223.83,
2024-12-26,39.64,30.82,20.73,15.56,,52.75,422.87,3.15,163.14,
2024-12-27,51.18,31.48,14.48,9.22,,18.48,334.88,2.79,168.04,
2024-12-28,26.61,3.5,13.84,10.82,,10.86,314.75,3.27,,
2024-12-29,22.09,3.96,17.11,13.59,,11.36,372.04,3.09,,
2024-12-30,73.33,89.3,17.35,13.57,,18.9,359.87,3.15,508.82,
2024-12-31,71.3,89.53,18.25,13.66,,28.2,410.36,3.77,511.36,
2025-01-01,68.39,87.85,8.04,5.93,,36.78,282.98,3.3,504.97,
2025-01-02,70.57,86.79,8.89,5.98,,38.79,296.04,3.42,501.87,
2025-01-03,74.48,85.23,8.16,6.11,,44.35,245.02,3.57,499.5,
2025-01-04,68.82,85.91,11.45,8.73,,42.56,285.11,3.65,502.0,
2025-01-05,52.48,62.59,15.25,12.82,,45.75,367.16,3.83,349.53,
2025-01-06,13.82,12.91,16.72,14.94,,46.77,344.1,3.95,51.67,
2025-01-07,33.22,14.86,17.82,16.91,,49.35,397.8,3.83,60.52,
2025-01-08,16.98,13.51,16.71,12.85,,19.53,371.41,3.05,58.29,
2025-01-09,21.16,8.55,12.24,8.29,,30.24,285.44,3.27,37.72,
2025-01-10,11.8,11.48,17.79,12.13,,41.71,355.64,3.51,58.75,
2025-01-11,36.87,33.05,33.12,27.52,,28.47,621.92,4.06,149.81,
2025-01-12,42.6,37.14,45.89,74.7,,31.93,1113.62,4.82,201.31,
2025-01-13,29.7,37.85,43.25,36.45,,34.58,728.68,3.88,189.41,
2025-01-14,20.46,15.5,27.14,19.16,,56.82,449.26,3.52,85.83,
2025-01-15,24.12,13.96,18.15,9.96,,11.4,361.58,2.97,56.58,
2025-01-16,42.37,7.1,15.57,9.48,,18.62,291.08,2.42,24.04,
2025-01-17,10.71,8.72,14.41,10.5,,21.25,346.12,2.72,31.44,
2025-01-18,9.17,6.32,14.38,10.63,,24.81,331.44,3.5,22.3,
2025-01-19,7.43,6.35,12.71,10.24,,25.97,312.15,3.13,17.19,
2025-01-20,10.28,4.53,10.58,10.18,,29.29,299.53,3.19,13.57,
2025-01-21,7.26,4.2,8.86,7.36,,32.28,256.96,2.95,13.05,
2025-01-22,16.95,6.31,13.72,6.66,,16.48,335.93,2.07,16.97,
2025-01-23,22.64,13.33,22.46,10.68,,18.23,472.35,2.54,35.25,
2025-01-24,8.96,11.09,16.45,14.55,,24.71,390.57,1.96,17.41,
2025-01-25,142.97,33.54,40.56,52.25,,29.33,885.14,2.29,56.71,
2025-01-26,65.01,44.96,35.06,32.35,,27.29,825.36,2.36,77.34,
2025-01-27,85.25,14.09,19.33,12.43,,43.55,389.98,2.66,24.46,
2025-01-28,7.09,6.11,14.98,9.18,,44.65,347.02,3.31,13.51,
2025-01-29,15.76,19.93,14.91,13.61,,34.62,399.9,3.78,48.73,
2025-01-30,27.28,36.88,22.94,19.57,,19.99,590.48,3.64,90.66,
2025-01-31,15.98,23.39,22.56,15.06,,20.27,486.32,3.55,48.69,
2025-02-01,16.99,11.71,13.17,9.45,,24.9,318.04,3.47,24.7,
2025-02-02,11.86,13.22,16.16,14.97,,25.45,389.17,3.88,29.93,
2025-02-03,14.7,19.78,25.6,25.86,,26.43,542.37,4.04,42.55,
2025-02-04,16.85,14.68,17.85,20.88,,33.01,444.4,3.99,34.26,
2025-02-05,18.68,20.16,12.92,14.52,,31.4,357.3,4.98,39.82,
2025-02-06,22.84,23.2,15.17,15.3,,29.77,404.07,3.01,51.61,
2025-02-07,11.36,11.88,11.66,11.83,,32.03,364.55,3.12,26.66,
2025-02-08,42.87,72.17,45.97,52.28,,29.6,1358.82,5.93,160.67,
2025-02-09,42.53,59.8,33.12,32.16,,27.0,907.41,4.95,153.94,
2025-02-10,10.07,11.9,28.24,17.13,,44.19,440.39,3.61,29.63,
2025-02-11,10.21,10.34,28.29,16.74,,51.83,457.53,3.63,25.96,
2025-02-12,9.95,10.04,16.39,9.09,,59.2,358.01,3.35,23.65,
2025-02-13,11.56,12.94,17.92,9.8,,41.91,378.19,3.06,29.61,
2025-02-14,8.46,9.81,21.24,13.78,,22.4,381.57,3.31,19.84,
2025-02-15,12.65,20.0,20.94,15.5,,28.18,499.6,4.12,36.54,
2025-02-16,13.97,19.1,20.22,5.89,,39.98,443.94,3.93,39.82,
2025-02-17,11.52,15.3,21.09,9.84,,46.32,398.2,3.55,32.45,
2025-02-18,10.62,20.3,33.02,16.13,,50.72,625.12,3.69,57.14,
2025-02-19,21.25,30.66,36.69,24.1,,48.14,589.83,4.43,64.15,
2025-02-20,36.0,50.62,43.52,32.93,,9.2,674.87,3.37,85.49,
2025-02-21,26.68,39.8,35.1,26.1,,30.49,646.39,4.75,87.51,
2025-02-22,27.06,42.01,34.64,22.04,,37.56,680.33,4.71,95.95,
2025-02-23,52.57,52.49,40.15,26.06,,35.01,774.57,4.66,110.91,
2025-02-24,18.89,27.7,38.09,23.57,,18.95,709.89,4.44,67.04,
2025-02-25,22.59,33.03,32.08,21.5,,11.96,597.77,4.45,74.39,
2025-02-26,20.04,17.48,16.78,9.71,,10.66,375.37,3.7,39.14,
2025-02-27,15.1,19.43,30.02,17.11,,11.21,510.69,4.33,71.76,
2025-02-28,22.1,35.49,49.21,29.39,,13.7,756.74,4.55,129.06,
2025-03-01,23.21,37.71,50.77,31.87,,11.38,861.41,4.48,132.36,
2025-03-02,14.21,13.55,32.99,17.82,,14.37,574.19,4.01,50.22,
2025-03-03,6.99,10.12,25.87,14.2,,10.48,406.96,3.46,32.97,
2025-03-04,9.13,10.82,19.7,11.69,,11.63,368.28,3.4,33.58,
2025-03-05,31.51,8.29,15.86,10.63,,10.5,323.07,3.26,25.8,
2025-03-06,10.54,8.02,12.7,9.96,,14.14,325.77,4.38,26.29,
2025-03-07,16.28,15.4,22.74,16.22,,12.59,450.01,4.73,50.87,
2025-03-08,6.89,9.89,16.22,11.82,,13.52,336.28,4.6,30.51,
2025-03-09,43.09,13.42,15.89,9.64,,11.7,343.25,4.17,49.25,
2025-03-10,12.7,9.33,11.8,8.64,,15.35,304.36,4.01,33.97,
2025-03-11,11.38,16.44,19.12,19.28,,18.24,491.25,4.91,55.51,
2025-03-12,10.46,10.21,19.49,14.97,,25.55,339.15,3.81,31.67,
2025-03-13,10.39,8.35,17.1,13.59,,39.76,339.09,3.87,27.48,
2025-03-14,13.85,10.78,19.31,16.03,,47.37,380.49,4.21,32.96,
2025-03-15,12.69,16.82,22.44,16.34,,50.8,392.89,4.55,48.72,
2025-03-16,9.53,10.3,17.67,12.76,,69.33,334.82,4.39,31.71,
2025-03-17,10.62,7.43,15.77,12.44,,33.77,292.05,6.22,23.95,
2025-03-18,9.97,7.66,19.86,16.69,,20.11,355.47,5.05,26.06,
2025-03-19,10.1,8.42,20.75,15.55,,17.57,401.84,4.58,31.66,
2025-03-20,7.68,9.99,20.12,18.6,,19.09,393.98,5.41,41.46,
2025-03-21,18.27,18.88,24.27,23.56,,17.09,545.89,4.38,88.65,
2025-03-22,17.24,10.45,17.04,16.02,,23.85,400.57,4.57,34.27,
2025-03-23,14.74,10.28,13.24,10.79,,20.28,376.86,4.23,32.86,
2025-03-24,24.0,15.26,17.37,13.32,,17.59,354.34,3.61,63.56,
2025-03-25,20.62,18.94,25.7,21.27,,10.46,509.12,4.16,85.4,
2025-03-26,15.3,15.22,38.89,36.13,,16.52,664.15,4.32,61.44,
2025-03-27,4.2,8.34,20.81,4.21,,25.71,302.65,3.92,21.78,
2025-03-28,5.19,8.17,22.67,15.39,,26.34,341.81,4.07,24.46,
2025-03-29,12.89,16.66,50.63,76.17,,21.44,1134.95,4.98,58.48,
2025-03-30,14.77,18.16,43.01,54.77,,19.13,826.44,4.8,86.63,
2025-03-31,7.14,10.95,17.39,9.49,,16.98,330.93,4.88,37.96,
2025-04-01,11.41,19.9,36.18,22.16,,30.59,676.72,5.16,65.51,
2025-04-02,6.07,8.46,20.11,15.9,,40.26,377.86,4.93,23.04,
2025-04-03,42.55,6.32,15.43,12.2,,26.43,293.04,5.34,16.55,
2025-04-04,16.8,6.19,15.03,9.28,,32.02,293.89,3.9,19.51,
2025-04-05,35.22,4.99,13.47,9.17,,16.98,294.51,4.06,14.76,
2025-04-06,11.94,10.68,28.17,28.38,,11.54,530.36,4.5,26.62,
2025-04-07,19.24,5.33,17.04,12.04,,20.17,299.07,4.35,13.8,
2025-04-08,2.37,7.69,30.81,23.99,,21.0,509.82,4.93,,
2025-04-09,5.76,9.18,26.83,35.38,,16.7,543.33,4.72,20.24,
2025-04-10,3.39,5.16,15.81,14.75,,15.06,275.95,5.34,12.13,
2025-04-11,2.92,4.14,12.97,10.77,,15.94,202.06,5.58,9.89,
2025-04-12,3.9,6.12,12.98,8.68,,16.63,227.12,4.9,14.03,
2025-04-13,12.14,6.12,17.49,6.77,,14.52,298.55,3.55,13.62,
2025-04-14,4.25,7.18,18.5,5.97,,14.28,315.6,3.75,14.83,
2025-04-15,3.69,5.84,22.77,9.43,,19.64,321.89,4.67,13.04,
2025-04-16,3.27,4.41,13.35,5.59,,18.33,280.09,3.84,11.26,
2025-04-17,6.71,8.1,17.17,12.81,,17.06,356.71,3.85,23.14,
2025-04-18,3.58,5.3,14.44,3.66,,20.71,338.86,3.47,13.16,
2025-04-19,3.18,4.56,12.79,9.06,,26.14,343.46,5.06,10.25,
2025-04-20,11.69,6.73,12.75,9.97,,25.44,294.1,4.97,16.73,
2025-04-21,10.31,5.69,15.88,16.11,,21.85,403.64,5.25,13.2,
2025-04-22,3.83,6.1,16.67,13.13,,18.7,362.95,6.91,15.38,
2025-04-23,9.23,6.05,15.87,17.15,,22.5,306.04,6.43,12.2,
2025-04-24,3.07,4.53,17.12,13.73,,17.52,345.37,5.6,10.38,
2025-04-25,3.36,5.03,14.76,17.63,,17.82,370.26,6.4,11.81,
2025-04-26,3.38,5.0,13.04,14.81,,18.46,275.84,6.51,12.0,
2025-04-27,9.5,4.91,12.67,9.53,,19.28,278.9,6.61,11.0,
2025-04-28,7.67,8.26,10.42,7.02,,26.18,235.38,5.47,14.37,
2025-04-29,6.46,12.11,8.22,3.37,,25.57,273.13,4.04,18.71,
2025-04-30,3.52,9.55,22.7,17.44,,30.16,404.02,3.93,14.21,
2025-05-01,7.23,7.41,23.93,23.08,,12.46,535.39,4.63,23.56,
2025-05-02,17.26,5.96,15.25,13.34,,12.34,339.12,4.73,15.66,
2025-05-03,4.05,4.53,12.05,11.97,,12.38,306.18,4.77,11.05,
2025-05-04,14.16,4.94,11.65,13.58,,12.67,338.94,5.09,13.26,
2025-05-05,4.7,5.12,14.46,18.16,,12.84,394.09,5.48,13.98,
2025-05-06,5.15,5.65,34.67,33.57,,13.6,609.55,5.72,14.88,
2025-05-07,4.43,4.93,24.4,29.66,,13.89,529.99,5.88,12.0,
2025-05-08,4.68,5.15,36.68,22.49,,12.92,490.49,4.96,12.94,
2025-05-09,10.56,4.88,15.83,8.05,,12.25,282.86,4.65,12.94,
2025-05-10,15.88,4.38,13.43,4.63,,12.13,279.87,4.69,11.24,
2025-05-11,21.3,3.62,18.39,6.08,,12.41,330.86,4.61,8.94,
2025-05-12,48.15,3.43,18.24,9.06,,12.02,334.58,4.47,8.58,
2025-05-13,10.44,4.24,28.74,16.38,,12.29,440.86,4.56,11.57,
2025-05-14,16.44,5.39,34.81,17.58,,12.51,449.19,4.88,12.88,
2025-05-15,40.81,5.18,39.94,17.61,,16.32,475.82,4.57,13.38,
2025-05-16,11.57,5.73,17.74,8.62,,21.62,293.64,3.99,13.04,
2025-05-17,4.3,4.85,17.83,5.66,,20.0,278.62,3.97,12.88,
2025-05-18,3.34,3.59,21.58,5.83,,10.62,287.59,3.87,8.38,
2025-05-19,3.95,4.53,26.63,14.8,,10.49,473.67,3.48,7.85,
2025-05-20,3.86,4.4,16.28,7.63,,17.44,349.11,3.5,7.28,
2025-05-21,4.89,5.74,39.52,23.68,,18.95,629.4,3.94,9.83,
2025-05-22,14.99,3.47,13.95,6.63,,20.92,267.15,4.15,7.38,
2025-05-23,8.44,3.67,11.69,4.52,,20.36,256.18,4.09,8.62,
2025-05-24,3.18,3.54,13.31,6.49,,14.54,253.49,3.97,8.5,
2025-05-25,3.6,4.07,16.3,7.16,,11.16,277.13,4.64,8.99,
2025-05-26,33.67,3.8,12.54,7.27,,16.04,248.86,4.3,9.14,
2025-05-27,3.41,3.76,10.76,6.61,,16.38,289.5,4.51,9.08,
2025-05-28,3.35,3.79,19.2,11.25,,17.55,327.81,5.59,8.43,
2025-05-29,4.03,4.47,26.55,13.87,,16.97,515.26,4.84,11.3,
2025-05-30,4.41,5.04,37.83,24.95,,17.85,571.97,5.3,10.61,
2025-05-31,43.7,4.82,27.66,12.77,,21.87,370.21,4.83,9.97,
2025-06-01,20.29,3.83,24.98,10.84,,24.78,385.79,5.66,9.02,
2025-06-02,26.19,4.51,30.16,11.98,,15.28,417.21,5.45,9.56,
2025-06-03,31.96,4.11,19.54,7.69,,16.1,336.1,4.63,8.69,
2025-06-04,4.05,4.49,22.91,10.5,,15.78,377.21,5.63,10.06,
2025-06-05,4.55,5.07,28.81,13.84,,17.56,503.49,8.02,12.31,
2025-06-06,3.95,4.49,17.35,7.66,,23.63,268.98,4.39,8.92,
2025-06-07,4.31,4.86,27.14,10.8,,17.76,349.83,4.93,10.88,
2025-06-08,3.52,3.93,19.78,9.42,,17.79,291.12,6.33,8.81,
2025-06-09,3.32,3.73,18.57,8.38,,13.04,289.59,4.51,8.28,
2025-06-10,10.55,3.46,22.63,3.02,,16.73,260.69,4.21,7.56,
2025-06-11,3.32,3.88,27.2,2.62,,19.29,370.98,4.39,8.47,
2025-06-12,3.27,3.41,38.28,11.27,,20.79,448.54,5.19,8.68,
2025-06-13,3.83,3.78,37.16,4.22,,25.97,410.55,5.79,7.99,
2025-06-14,3.76,3.8,34.62,3.57,,24.97,349.19,5.65,9.26,
2025-06-15,3.56,3.65,23.01,3.27,,12.39,275.82,6.78,8.54,
2025-06-16,23.23,3.94,33.66,5.05,,13.0,413.61,4.89,9.98,
2025-06-17,4.16,4.17,44.98,7.31,,13.32,505.52,5.88,11.15,
2025-06-18,3.94,4.06,23.95,1.83,,12.53,308.29,5.56,10.63,
2025-06-19,3.77,3.96,32.26,3.78,,12.46,414.05,7.18,9.63,
2025-06-20,3.89,4.0,14.98,1.68,,12.26,306.01,5.97,9.06,
2025-06-21,3.88,3.91,17.38,1.54,,12.24,327.75,5.82,10.1,
2025-06-22,31.13,3.57,31.77,4.67,,12.46,448.18,6.5,8.49,
2025-06-23,3.36,3.39,25.13,3.54,,12.35,347.85,5.35,7.71,
2025-06-24,3.21,3.21,16.13,2.14,,13.24,247.73,5.29,7.65,
2025-06-25,3.23,3.21,19.87,2.67,,15.05,241.48,5.49,7.76,
2025-06-26,22.2,3.79,22.16,2.65,,13.09,283.38,5.37,8.64,
2025-06-27,3.92,3.94,34.47,20.68,,13.16,528.98,5.53,10.1,
2025-06-28,3.52,3.47,20.14,1.68,,13.49,267.1,5.6,7.24,
2025-06-29,37.8,3.43,22.52,3.86,,13.15,317.93,7.25,6.99,
2025-06-30,10.29,3.89,31.87,3.0,,13.55,371.44,5.95,8.54,
2025-07-01,3.67,4.08,45.63,31.26,,13.59,789.53,8.12,11.1,
2025-07-02,57.25,3.49,33.96,13.17,,13.95,597.09,8.12,9.13,
2025-07-03,9.74,3.37,22.46,1.82,,13.93,348.84,5.2,7.48,
2025-07-04,3.35,3.62,25.91,1.46,,13.14,358.38,5.54,8.37,
2025-07-05,2.42,2.76,21.42,1.55,,14.92,336.1,5.51,,
2025-07-06,124.04,2.71,28.41,3.53,,15.0,483.86,6.05,,
2025-07-07,69.33,3.2,20.9,1.21,,15.5,321.06,7.02,,
2025-07-08,3.23,3.54,25.13,1.71,,15.33,275.49,6.32,9.76,
2025-07-09,28.97,3.18,30.35,3.82,,15.6,298.48,6.18,9.17,
2025-07-10,26.61,3.64,45.92,21.19,,15.79,686.18,5.75,10.84,
2025-07-11,66.7,3.89,26.82,4.13,,11.22,338.53,3.9,9.7,
2025-07-12,10.38,4.02,32.49,15.21,,12.3,542.75,4.95,10.39,
2025-07-13,3.17,3.38,26.03,3.46,,11.21,309.63,4.38,8.19,
2025-07-14,3.19,3.4,29.32,6.07,,11.04,362.88,4.51,9.18,
2025-07-15,3.31,3.65,37.75,23.25,,11.35,645.24,5.47,10.38,
2025-07-16,3.36,3.69,41.84,13.15,,11.95,456.58,4.57,9.45,
2025-07-17,3.97,4.4,45.2,21.96,,76.88,645.13,5.82,10.97,
2025-07-18,4.15,4.57,29.41,3.47,,83.52,341.77,4.25,10.36,
2025-07-19,3.96,4.31,23.14,3.22,,84.65,286.14,4.55,10.0,
2025-07-20,3.43,3.7,34.85,11.68,,89.37,479.64,4.98,10.38,
2025-07-21,2.9,3.13,27.8,4.28,,93.42,313.46,4.47,8.34,
2025-07-22,3.25,3.45,35.55,4.94,,98.19,412.74,5.39,9.16,
2025-07-23,27.01,3.69,27.65,2.14,,83.9,316.15,4.41,10.19,
2025-07-24,2.81,2.97,30.48,3.25,,67.36,296.78,4.71,7.86,
2025-07-25,3.34,3.63,28.74,3.51,,60.09,458.68,6.14,9.81,
2025-07-26,2.96,3.16,30.23,4.52,,71.66,387.53,4.96,7.41,
2025-07-27,3.25,3.45,17.2,2.27,,66.99,278.31,4.86,7.51,
2025-07-28,3.52,3.79,31.37,5.96,,71.42,385.19,4.66,8.76,
2025-07-29,3.21,3.39,26.52,3.55,,71.01,349.91,5.01,7.74,
2025-07-30,3.15,3.4,34.46,5.66,,69.5,458.19,4.45,7.9,
2025-07-31,8.56,3.3,30.32,3.68,,70.02,387.32,4.3,8.53,
2025-08-01,21.08,3.56,31.79,1.84,,65.3,402.87,3.26,7.82,
2025-08-02,2.95,3.21,18.95,1.57,,67.71,271.88,3.11,7.29,
2025-08-03,2.97,3.22,18.9,1.46,,65.31,276.9,4.06,7.76,
2025-08-04,18.31,3.5,29.94,8.17,,61.3,444.04,5.21,10.27,
2025-08-05,3.0,3.26,16.39,1.62,,11.47,294.89,2.95,8.66,
2025-08-06,3.0,3.31,17.37,1.49,,12.02,289.82,3.5,7.0,
2025-08-07,3.21,3.33,30.87,2.88,,8.47,474.27,2.49,7.78,
2025-08-08,3.08,3.31,18.08,1.36,,8.98,274.69,2.22,7.6,
2025-08-09,2.02,2.16,25.71,1.93,,12.39,349.29,3.2,,
2025-08-10,2.32,2.64,51.8,26.03,,14.02,919.99,3.98,,
2025-08-11,2.79,3.03,20.45,1.25,,8.33,304.84,1.78,7.19,
2025-08-12,3.1,3.43,18.67,1.85,,7.66,379.77,3.1,8.28,
2025-08-13,3.29,3.49,25.92,3.01,,7.93,470.46,2.2,8.96,
2025-08-14,3.78,4.51,15.48,1.57,,7.76,356.38,2.11,15.61,
2025-08-15,3.62,3.87,16.35,1.68,,7.8,369.56,3.46,9.88,
2025-08-16,3.29,3.43,13.48,1.27,,7.95,335.5,3.12,7.84,
2025-08-17,2.41,2.57,13.22,1.85,,9.51,309.18,2.99,,
2025-08-18,3.74,4.26,11.95,2.48,,7.78,366.68,2.98,10.6,
2025-08-19,3.76,4.19,17.67,5.01,,8.61,725.79,3.51,10.45,
2025-08-20,3.11,3.33,37.5,2.32,,8.48,465.85,2.57,8.58,
2025-08-21,3.19,3.41,16.19,2.09,,8.06,393.08,2.82,8.53,
2025-08-22,3.34,3.51,18.51,3.09,,8.13,387.16,2.22,9.42,
2025-08-23,3.56,3.92,33.48,6.34,,8.73,531.13,2.76,9.56,
2025-08-24,3.04,3.34,22.83,3.63,,9.61,327.46,2.59,7.31,
2025-08-25,2.89,3.1,25.68,6.04,,10.25,389.14,2.14,7.22,
2025-08-26,3.53,3.71,24.67,3.21,,10.8,447.92,1.99,10.03,
2025-08-27,3.72,3.96,50.46,20.89,,9.5,710.09,2.71,8.88,
2025-08-28,3.89,4.17,29.61,5.52,,9.2,414.17,1.96,9.81,
2025-08-29,3.41,3.49,25.66,4.91,,9.81,385.78,2.83,9.74,
2025-08-30,45.28,3.53,12.87,2.84,,8.48,294.56,2.05,7.7,
2025-08-31,21.93,2.77,11.24,2.98,,8.54,277.78,2.36,7.14,
2025-09-01,20.56,3.77,15.78,3.73,,10.44,320.17,2.3,8.97,
2025-09-02,11.24,3.21,29.34,4.57,,8.79,474.25,2.4,9.79,
2025-09-03,12.32,9.71,40.7,10.72,,8.99,558.57,2.52,9.71,
2025-09-04,10.4,10.55,96.87,53.61,,9.71,1137.53,5.42,10.55,
2025-09-05,7.6,7.67,26.12,6.14,,10.33,317.28,1.89,7.67,
2025-09-06,7.36,7.41,16.98,2.1,,10.59,235.58,1.87,7.41,
2025-09-07,16.92,7.55,20.27,2.46,,10.49,262.03,2.22,7.55,
2025-09-08,11.28,11.33,24.49,3.81,,9.77,354.62,2.86,11.33,
2025-09-09,504.61,9.29,27.08,4.38,,8.59,378.0,3.14,9.29,
2025-09-10,12.0,12.05,21.35,4.66,,8.34,394.76,2.29,12.06,
2025-09-11,7.99,8.04,17.01,3.42,,9.05,274.37,2.02,8.04,
2025-09-12,9.44,9.48,17.2,2.59,,12.26,267.46,2.2,9.49,
2025-09-13,,,32.66,7.23,,13.93,434.35,3.75,,
2025-09-14,18.25,23.44,27.24,6.45,,10.42,378.5,2.75,23.98,
2025-09-15,8.08,8.16,21.35,2.55,,12.93,298.77,1.92,8.16,
2025-09-16,182.64,9.96,26.63,3.03,,10.98,361.44,1.99,9.96,
2025-09-17,15.29,15.41,36.45,7.59,,9.77,486.58,2.67,15.41,
2025-09-18,422.5,11.73,34.31,9.55,,10.34,449.9,2.72,11.73,
2025-09-19,506.95,14.16,28.83,5.31,,11.73,405.78,2.23,14.16,
2025-09-20,11.68,12.23,41.16,16.26,,12.12,643.25,3.55,12.25,
2025-09-21,,,32.16,7.98,,11.68,392.92,2.18,,
2025-09-22,20.52,17.64,29.36,4.95,,10.59,409.15,2.83,17.67,
2025-09-23,141.69,13.0,20.94,5.05,,8.99,354.11,2.08,13.02,
2025-09-24,112.89,19.46,31.62,7.23,,9.46,402.91,4.41,19.62,
2025-09-25,,,64.84,19.82,,10.65,815.0,3.94,,
2025-09-26,17.66,18.48,82.21,37.6,,9.63,946.89,4.07,18.55,
2025-09-27,21.99,12.88,23.77,4.73,,9.39,337.23,2.59,12.89,
2025-09-28,9.73,9.75,14.33,3.59,,8.82,241.95,2.84,9.75,
2025-09-29,29.92,51.86,9.42,3.64,,10.38,278.35,2.32,53.25,
2025-09-30,14.57,14.66,10.01,3.78,,11.13,339.89,2.81,14.66,
2025-10-01,288.03,13.02,8.89,2.97,,9.55,314.96,2.09,13.03,
2025-10-02,74.31,15.3,10.01,3.52,,9.3,374.58,2.12,15.3,
2025-10-03,15.05,15.32,12.41,6.56,,9.69,454.47,2.88,15.32,
2025-10-04,32.17,22.13,15.76,9.38,,10.28,584.98,3.39,22.13,
2025-10-05,14.01,14.09,11.64,4.85,,10.79,437.98,4.34,14.09,
2025-10-06,17.35,18.78,12.39,5.26,,10.6,487.34,3.31,18.79,
2025-10-07,19.98,14.06,12.73,6.46,,11.45,397.12,2.31,14.06,
2025-10-08,21.03,22.58,90.85,51.39,,11.02,1127.77,4.92,26.46,
2025-10-09,10.26,11.0,35.41,17.18,,11.4,590.45,2.85,19.46,
2025-10-10,11.65,12.73,47.9,17.42,,12.2,769.5,4.8,21.28,
2025-10-11,7.76,8.75,10.55,2.25,,12.11,248.47,2.01,12.34,
2025-10-12,6.5,8.52,11.12,2.28,,14.33,284.32,1.79,,
2025-10-13,7.16,8.73,18.14,3.67,,15.55,326.92,1.94,,
2025-10-14,7.42,8.43,20.75,3.62,,14.14,274.75,1.63,21.22,
2025-10-15,6.98,7.92,20.19,2.71,,10.84,289.3,1.66,10.88,
2025-10-16,7.34,8.54,20.76,2.57,,11.18,300.8,1.72,12.54,
2025-10-17,8.33,9.23,24.57,3.02,,11.53,337.84,2.03,15.26,
2025-10-18,11.56,12.47,22.11,3.4,,10.03,362.27,2.83,18.7,
2025-10-19,22.76,24.15,53.43,9.69,,10.99,773.67,4.01,30.72,
2025-10-20,37.18,39.82,135.55,100.66,,13.12,1905.7,4.84,33.04,
2025-10-21,13.45,15.55,30.38,3.49,,12.93,467.6,2.3,,
2025-10-22,7.49,8.72,29.8,3.91,,14.0,389.41,2.08,,
2025-10-23,9.12,11.01,43.79,4.88,,14.85,492.74,2.28,,
2025-10-24,10.42,13.06,56.69,63.96,,13.63,1031.95,4.32,,
2025-10-25,10.9,11.61,29.37,13.08,,10.31,603.96,3.08,,
2025-10-26,13.14,13.97,34.49,12.98,,9.92,738.12,2.93,,
2025-10-27,19.04,20.26,62.35,77.62,,14.09,1317.21,6.38,,
2025-10-28,8.9,9.51,54.35,67.08,,13.51,1142.98,5.15,,
2025-10-29,10.03,10.98,47.96,14.08,,9.2,927.79,2.6,,
2025-10-30,7.47,7.94,18.91,2.1,,10.79,425.66,2.32,,
2025-10-31,5.49,6.09,17.31,2.7,,9.85,339.26,2.84,,
2025-11-01,5.26,5.9,18.91,2.79,,6.42,320.78,3.1,,
2025-11-02,4.85,5.34,21.7,3.31,,7.16,315.01,2.69,,
2025-11-03,4.68,5.18,21.04,3.23,,8.81,291.39,2.23,,
2025-11-04,6.06,6.1,25.31,2.79,,10.26,314.33,1.57,,
2025-11-05,6.69,5.29,16.53,2.29,,5.09,243.35,1.34,,
2025-11-06,3.62,3.95,17.17,2.72,,6.56,306.81,1.66,,
2025-11-07,3.72,4.3,16.45,2.34,,8.28,287.53,1.84,,
2025-11-08,4.13,4.82,13.77,1.95,,5.54,248.88,1.91,,
2025-11-09,335.56,5.15,7.16,2.08,,5.41,262.66,2.01,,
2025-11-10,4.13,4.55,8.54,2.55,,10.81,294.8,2.09,,
2025-11-11,21.75,5.73,10.85,3.0,,8.07,383.13,2.05,,
2025-11-12,6.98,7.47,17.08,4.14,,10.66,377.35,2.27,,
2025-11-13,10.64,11.59,23.83,7.87,,10.2,589.75,2.95,,
2025-11-14,7.88,8.7,16.31,3.85,,11.85,398.43,2.23,,
2025-11-15,4.85,5.71,12.32,2.96,,13.06,387.92,2.26,,
2025-11-16,66.83,6.78,18.23,2.8,,13.3,343.49,2.65,,
2025-11-17,45.48,17.33,27.33,7.93,,10.76,463.94,2.6,29.55,
2025-11-18,42.33,20.3,39.12,7.04,,11.7,649.85,3.02,34.06,
2025-11-19,15.5,16.62,25.44,4.99,,10.52,405.84,3.25,32.61,
2025-11-20,6.15,6.7,14.27,3.2,,9.99,280.85,2.41,,
2025-11-21,13.89,15.51,28.33,5.33,,10.05,435.24,2.66,23.13,
2025-11-22,6.64,7.48,20.49,2.75,,10.64,325.24,2.24,,
2025-11-23,32.93,23.35,14.93,2.56,,10.26,267.93,2.52,78.54,
2025-11-24,25.91,7.42,24.32,5.84,,11.09,436.32,2.7,,
2025-11-25,48.3,8.62,17.04,2.49,,12.1,314.68,2.64,,
2025-11-26,55.65,12.89,27.89,4.33,,12.01,404.0,2.98,,
