date,pm25,pm10,no2,so2,co,temp_mean,temp_min,temp_max,humidity_mean,dew_point_mean,wind_speed_mean,wind_speed_max,wind_gust_max,wind_dir_mean,pressure_mean,precip_sum,cloud_mean,radiation_mean
2018-07-23,82.0,,,,,11.870833333333332,9.1,14.9,70.375,6.379166666666666,20.4375,27.9,52.6,272.0416666666667,964.9208333333332,4.3,75.375,130.25
2018-07-24,93.0,,,,,12.308333333333332,9.1,15.8,84.29166666666667,9.629166666666666,17.529166666666665,24.9,46.4,272.625,964.7041666666668,6.2,81.66666666666667,80.79166666666667
2018-07-25,123.0,,,,,18.379166666666666,11.0,25.1,66.54166666666667,11.1625,11.366666666666667,17.6,32.4,187.41666666666666,974.3375,0.0,32.75,253.20833333333334
2018-07-26,74.0,,,,,19.045833333333334,12.0,25.1,59.083333333333336,10.270833333333334,14.75,18.2,37.1,72.08333333333333,979.0291666666667,0.0,12.75,311.25
2018-07-27,92.0,,,,,21.541666666666668,15.9,26.3,58.708333333333336,12.629166666666668,13.054166666666667,18.3,37.1,74.75,977.0708333333333,0.2,27.291666666666668,263.0
2018-07-28,74.0,,,,,19.316666666666666,13.1,25.5,56.166666666666664,9.604166666666666,11.795833333333334,20.1,37.1,47.375,975.9541666666668,0.0,8.625,306.5416666666667
2018-07-29,61.0,,,,,21.079166666666666,14.9,27.5,52.75,10.029166666666667,5.0125,15.9,28.1,158.20833333333334,974.9125,0.0,27.166666666666668,271.4166666666667
2018-07-30,69.0,,,,,21.554166666666664,16.4,27.5,61.0,13.079166666666666,8.6,22.9,43.9,110.95833333333333,973.3625000000001,0.1,39.833333333333336,246.08333333333334
2018-07-31,62.0,,,,,16.775000000000002,13.7,19.1,79.16666666666667,13.054166666666667,19.583333333333332,25.0,47.9,47.416666666666664,971.8375,4.4,79.625,182.41666666666666
2018-08-01,66.0,,,,,14.904166666666667,12.4,18.9,77.70833333333333,10.920833333333334,15.058333333333332,19.4,36.0,49.958333333333336,970.3291666666668,8.5,92.25,98.125
2018-08-02,78.0,,,,,18.55,12.4,25.0,65.375,11.4,14.258333333333333,22.2,46.4,42.375,968.5375,0.0,41.916666666666664,260.25
2018-08-03,93.0,,,,,19.679166666666667,13.9,25.5,69.79166666666667,13.245833333333332,10.0875,13.5,27.0,54.791666666666664,968.3125,0.1,16.791666666666668,260.4166666666667
2018-08-04,98.0,,,,,21.575,14.4,28.2,63.666666666666664,13.395833333333334,11.229166666666666,19.5,39.6,230.16666666666666,966.5,0.0,16.0,254.25
2018-08-05,80.0,,,,,21.233333333333334,14.4,27.3,66.70833333333333,14.016666666666666,8.583333333333334,14.5,24.8,58.25,971.1208333333334,0.0,60.166666666666664,248.16666666666666
2018-08-06,68.0,,,,,21.34583333333333,16.6,27.0,70.08333333333333,15.079166666666666,10.525,18.1,35.6,129.08333333333334,968.4041666666667,1.7,87.5,153.66666666666666
2018-08-07,81.0,,,,,20.900000000000002,16.2,25.8,75.04166666666667,15.875,7.875,13.5,27.0,95.16666666666667,965.75,0.8,48.916666666666664,235.25
2018-08-08,71.0,,,,,22.4875,15.1,30.5,69.04166666666667,15.358333333333334,4.720833333333333,10.8,17.6,171.58333333333334,968.0291666666667,0.1,39.125,251.33333333333334
2018-08-09,67.0,,,,,26.020833333333332,19.0,32.8,48.375,13.266666666666666,11.845833333333333,16.3,37.1,198.58333333333334,967.3541666666666,0.0,27.875,250.875
2018-08-10,69.0,,,,,22.8125,19.9,25.7,58.291666666666664,14.066666666666668,10.9625,17.0,34.2,235.20833333333334,964.4208333333332,2.0,83.41666666666667,127.45833333333333
2018-08-11,61.0,,,,,17.120833333333334,13.8,22.0,64.08333333333333,9.408333333333333,15.304166666666667,23.4,44.6,288.25,963.2291666666666,4.8,72.29166666666667,154.91666666666666
2018-08-12,59.0,,,,,14.891666666666666,11.2,19.4,61.25,6.2625,18.3875,30.2,53.6,306.625,966.375,0.1,29.166666666666668,257.9583333333333
2018-08-13,,,,,,16.787499999999998,8.4,24.2,56.333333333333336,6.945833333333333,7.2375,9.0,21.6,231.625,973.8000000000001,0.0,1.25,279.6666666666667
2018-08-14,,,,,,20.470833333333335,12.4,27.4,49.333333333333336,8.333333333333334,7.9125000000000005,11.3,22.3,144.25,975.35,0.0,2.9583333333333335,274.9166666666667
2018-08-15,,,,,,21.712500000000002,15.3,28.4,45.625,8.725,10.3125,13.2,27.0,159.625,970.1625,0.1,54.291666666666664,199.5
2018-08-16,,,,,,18.075,14.4,22.4,72.29166666666667,12.770833333333334,8.170833333333333,22.4,47.9,240.66666666666666,968.25,9.6,54.291666666666664,171.625
2018-08-17,,,,,,19.087500000000002,14.0,24.4,65.79166666666667,11.608333333333334,10.008333333333333,15.0,32.8,301.4583333333333,971.6999999999999,0.2,16.041666666666668,258.8333333333333
2018-08-18,,,,,,20.883333333333333,13.1,27.5,58.291666666666664,11.262500000000001,7.583333333333333,15.3,26.3,126.54166666666667,970.1041666666666,0.0,9.958333333333334,255.625
2018-08-19,,,,,,21.308333333333334,15.9,29.0,60.375,12.591666666666667,14.545833333333334,20.9,36.7,63.0,965.025,0.5,74.95833333333333,215.29166666666666
2018-08-20,,,,,,16.925,13.2,21.1,85.79166666666667,14.395833333333334,10.658333333333333,25.6,46.1,177.29166666666666,960.0791666666668,21.7,98.66666666666667,91.41666666666667
2018-08-21,,,,,,11.025,8.6,12.8,88.0,9.104166666666666,27.204166666666666,34.3,60.8,268.1666666666667,961.1666666666666,24.3,99.91666666666667,45.708333333333336
2018-08-22,,,,,,16.1375,11.6,21.7,59.916666666666664,8.008333333333333,20.416666666666668,28.7,52.9,272.8333333333333,966.85,0.0,56.0,236.79166666666666
2018-08-23,,,,,,19.058333333333334,13.4,26.1,67.875,12.299999999999999,9.987499999999999,16.2,40.3,229.08333333333334,967.625,0.0,28.041666666666668,214.08333333333334
2018-08-24,,,,,,17.320833333333333,12.1,23.8,68.125,11.025,13.866666666666667,28.2,55.1,217.08333333333334,963.7708333333334,2.9,66.875,175.08333333333334
2018-08-25,,,,,,11.129166666666668,8.4,14.4,89.125,9.320833333333333,9.762500000000001,14.5,31.7,260.375,963.4541666666668,5.9,76.83333333333333,140.45833333333334
2018-08-26,,,,,,12.033333333333333,8.8,16.0,84.25,9.333333333333334,6.608333333333333,15.9,31.0,133.875,963.3791666666666,8.2,80.66666666666667,156.95833333333334
2018-08-27,,,,,,11.545833333333334,7.8,14.7,88.20833333333333,9.6,9.237499999999999,15.6,29.9,270.0833333333333,967.1374999999999,1.4000000000000001,66.54166666666667,78.75
2018-08-28,,,,,,13.375,8.9,17.9,82.20833333333333,10.125,8.4,11.2,24.8,281.7916666666667,971.4875000000001,0.7000000000000001,59.375,143.91666666666666
2018-08-29,,,,,,12.970833333333333,10.6,16.4,81.5,9.65,11.308333333333332,19.0,37.8,165.66666666666666,975.4708333333333,3.7,78.16666666666667,139.375
2018-08-30,,,,,,13.683333333333332,8.4,18.4,73.41666666666667,8.516666666666667,8.566666666666666,13.7,27.4,294.5,978.9083333333333,0.5,33.666666666666664,173.91666666666666
2018-08-31,,,,,,11.616666666666667,8.9,13.6,81.875,8.591666666666667,14.112499999999999,18.8,35.6,191.5,978.2708333333334,2.1,75.33333333333333,75.29166666666667
2018-09-01,,,,,,7.108333333333333,5.1,9.1,70.08333333333333,1.8708333333333333,16.9875,23.1,42.8,84.41666666666667,981.1999999999999,0.2,83.79166666666667,81.875
2018-09-02,,,,,,7.3,3.3,11.5,70.58333333333333,1.9291666666666665,16.120833333333334,22.3,42.5,328.125,981.9791666666666,1.0,76.58333333333333,77.54166666666667
2018-09-03,,,,,,9.9,3.5,15.1,67.66666666666667,3.845833333333333,10.395833333333334,15.7,31.3,222.95833333333334,983.8125,0.0,46.125,142.54166666666666
2018-09-04,,,,,,11.370833333333332,6.2,16.6,70.20833333333333,5.575,8.458333333333334,17.9,34.9,56.291666666666664,986.7624999999999,0.0,72.16666666666667,143.33333333333334
2018-09-05,,,,,,12.595833333333333,8.4,16.6,65.0,5.858333333333333,15.708333333333334,21.1,38.2,57.291666666666664,984.8708333333334,0.2,71.20833333333333,138.16666666666666
2018-09-06,,,,,,11.958333333333334,8.2,15.4,62.541666666666664,4.7,16.866666666666667,20.9,39.2,54.208333333333336,978.6166666666667,0.0,55.125,148.20833333333334
2018-09-07,,,,,,12.029166666666667,8.3,16.1,64.54166666666667,5.320833333333334,10.4125,16.2,29.9,71.45833333333333,973.5833333333334,0.30000000000000004,57.833333333333336,153.0
2018-09-08,,,,,,11.762500000000001,8.9,15.7,71.91666666666667,6.670833333333333,10.783333333333333,17.1,37.4,306.25,973.775,0.2,56.25,168.79166666666666
2018-09-09,,,,,,12.841666666666667,8.4,18.5,72.75,7.579166666666667,9.991666666666667,13.4,27.0,278.2083333333333,976.7166666666667,0.0,49.333333333333336,129.5
2018-09-10,,,,,,12.329166666666666,7.2,16.2,67.5,6.470833333333334,14.404166666666667,18.8,45.7,218.04166666666666,977.1750000000001,0.4,63.0,143.5
2018-09-11,,,,,,7.425,4.0,10.4,57.958333333333336,-0.7999999999999999,10.808333333333332,20.0,39.6,258.75,983.5791666666668,0.30000000000000004,55.25,139.375
2018-09-12,,,,,,7.920833333333333,1.8,13.9,60.5,0.15833333333333333,11.183333333333332,20.2,38.2,253.75,986.4291666666667,0.0,45.458333333333336,139.25
2018-09-13,,,,,,12.308333333333332,5.4,18.8,55.166666666666664,2.966666666666667,11.424999999999999,15.5,32.0,247.33333333333334,985.1416666666668,0.0,31.791666666666668,208.41666666666666
2018-09-14,,,,,,15.137500000000001,7.6,21.3,43.708333333333336,1.8416666666666668,20.316666666666666,29.5,54.0,230.5,980.1750000000001,0.0,17.541666666666668,204.41666666666666
2018-09-15,,,,,,16.925,9.8,21.6,43.791666666666664,4.070833333333334,14.033333333333333,19.5,34.2,275.75,977.4041666666667,0.0,53.583333333333336,167.625
2018-09-16,,,,,,12.4625,5.2,19.2,62.583333333333336,4.641666666666667,9.945833333333333,19.0,36.0,282.0833333333333,978.4625,0.0,47.416666666666664,174.70833333333334
2018-09-17,,,,,,11.4625,6.8,16.5,65.375,4.6875,12.070833333333333,18.2,32.4,60.0,980.4875000000001,0.0,27.916666666666668,180.54166666666666
2018-09-18,,,,,,11.475,4.9,17.5,55.5,2.3208333333333333,12.612499999999999,16.4,33.1,117.54166666666667,982.0791666666668,0.0,57.958333333333336,189.25
2018-09-19,,,,,,13.366666666666667,7.5,19.0,45.166666666666664,1.1541666666666666,15.233333333333334,18.5,37.1,143.33333333333334,973.7916666666666,0.0,75.04166666666667,184.54166666666666
2018-09-20,,,,,,15.154166666666667,10.8,21.0,50.208333333333336,4.529166666666667,14.795833333333334,20.7,49.7,176.83333333333334,964.6125000000001,0.1,86.875,112.58333333333333
2018-09-21,,,,,,10.529166666666667,8.2,12.8,78.375,6.879166666666666,23.05,31.8,56.5,207.41666666666666,966.3375,3.7,77.58333333333333,84.875
2018-09-22,,,,,,11.041666666666666,8.8,14.1,77.33333333333333,7.129166666666666,22.912499999999998,35.3,63.7,238.375,969.875,1.3,86.79166666666667,53.583333333333336
2018-09-23,,,,,,10.5375,7.4,14.1,86.125,8.237499999999999,11.979166666666666,16.6,35.3,294.4166666666667,972.3791666666666,6.5,74.625,94.91666666666667
2018-09-24,,,,,,9.108333333333333,4.9,12.9,77.875,5.0625,8.029166666666667,13.2,26.6,305.75,979.1,0.30000000000000004,65.0,95.54166666666667
2018-09-25,,,,,,11.4625,4.6,18.6,68.375,5.220833333333333,8.658333333333333,11.5,25.6,275.125,984.2208333333333,0.0,3.75,173.16666666666666
2018-09-26,,,,,,13.508333333333333,8.3,20.6,68.125,7.1625000000000005,5.241666666666666,8.7,17.6,106.29166666666667,985.975,0.0,0.0,171.79166666666666
2018-09-27,,,,,,13.9,6.9,21.0,65.66666666666667,6.820833333333333,9.429166666666667,13.0,24.5,114.41666666666667,981.8041666666667,0.0,0.0,171.70833333333334
2018-09-28,,,,,,14.487499999999999,8.6,22.6,56.375,4.8625,15.799999999999999,23.6,43.2,210.375,972.5083333333333,0.0,48.666666666666664,151.16666666666666
2018-09-29,,,,,,9.929166666666667,4.8,15.2,56.833333333333336,1.2541666666666667,13.670833333333334,21.8,42.1,232.25,980.8625000000001,0.0,2.125,166.33333333333334
2018-09-30,,,,,,10.483333333333333,3.0,18.1,61.875,2.5833333333333335,8.5875,11.4,24.8,200.41666666666666,979.4541666666668,0.0,27.833333333333332,164.5
2018-10-01,95.0,,,,,11.041666666666666,4.7,17.3,69.625,5.370833333333334,9.262500000000001,11.8,22.7,182.66666666666666,975.2208333333333,0.0,79.5,90.70833333333333
2018-10-02,73.0,,,,,8.033333333333333,3.5,12.4,66.75,1.383333333333333,10.870833333333332,16.4,33.5,226.08333333333334,981.5416666666666,1.2,33.583333333333336,159.125
2018-10-03,81.0,,,,,8.566666666666666,2.3,14.6,61.875,0.8125,6.995833333333334,10.2,24.5,171.25,986.0291666666667,0.0,66.66666666666667,152.29166666666666
2018-10-04,67.0,,,,,11.695833333333333,4.1,19.8,44.625,-1.1541666666666666,12.075000000000001,16.4,32.8,176.04166666666666,981.3125,0.0,2.5833333333333335,156.0
2018-10-05,68.0,,,,,13.708333333333334,6.0,21.9,39.125,-0.8958333333333334,11.233333333333334,15.6,26.6,155.16666666666666,978.2583333333333,0.0,3.75,155.20833333333334
2018-10-06,77.0,,,,,14.595833333333333,8.2,22.3,39.5,-0.041666666666666664,15.6,20.9,40.0,200.125,973.1666666666666,0.0,37.666666666666664,147.45833333333334
2018-10-07,65.0,,,,,8.370833333333334,5.2,11.0,59.125,0.5791666666666667,15.862499999999999,23.4,43.9,261.7916666666667,980.6374999999999,0.30000000000000004,82.33333333333333,56.833333333333336
2018-10-08,71.0,,,,,8.620833333333334,4.5,13.4,57.5,0.5666666666666667,18.795833333333334,23.4,44.6,227.45833333333334,987.2291666666666,0.0,66.66666666666667,134.125
2018-10-09,56.0,,,,,10.745833333333332,5.9,16.6,61.916666666666664,3.1374999999999997,17.375,23.3,43.9,230.125,984.0208333333334,0.0,28.666666666666668,140.70833333333334
2018-10-10,93.0,,,,,7.3875,2.9,12.0,58.75,-0.6125,7.991666666666667,11.3,25.2,240.20833333333334,983.1374999999999,0.0,13.375,130.0
2018-10-11,87.0,,,,,9.991666666666667,2.7,15.9,53.916666666666664,0.29583333333333334,16.9375,31.6,57.6,205.25,975.3291666666668,0.0,54.958333333333336,114.25
2018-10-12,60.0,,,,,8.020833333333334,3.3,11.7,70.08333333333333,2.183333333333333,18.270833333333332,25.5,48.2,247.375,962.775,6.3999999999999995,96.41666666666667,26.541666666666668
2018-10-13,66.0,,,,,1.5708333333333335,-1.0,4.0,78.70833333333333,-1.9833333333333334,9.25,15.8,27.7,289.75,964.0,0.9,91.125,55.041666666666664
2018-10-14,57.0,,,,,-0.27499999999999997,-3.2,3.7,72.5,-4.816666666666666,14.970833333333333,20.6,46.4,222.125,973.2624999999999,0.9,58.708333333333336,98.41666666666667
2018-10-15,86.0,,,,,-0.28750000000000003,-3.9,3.5,83.79166666666667,-2.8125,15.504166666666668,24.1,42.5,84.16666666666667,970.2958333333332,4.5,82.625,64.5
2018-10-16,81.0,,,,,0.39166666666666666,-0.1,0.9,89.04166666666667,-1.2083333333333333,17.5125,22.7,41.0,123.41666666666667,970.6708333333332,12.3,99.54166666666667,21.875
2018-10-17,66.0,,,,,-1.6041666666666667,-6.1,1.2,80.45833333333333,-4.641666666666667,20.608333333333334,34.2,60.5,241.20833333333334,978.1333333333333,4.0,68.58333333333333,110.45833333333333
2018-10-18,60.0,,,,,1.3083333333333333,-0.6,3.7,88.75,-0.34583333333333327,22.65416666666667,33.6,60.5,239.0,964.0666666666666,8.0,96.29166666666667,39.666666666666664
2018-10-19,58.0,,,,,-1.0333333333333334,-2.5,0.4,83.95833333333333,-3.454166666666667,17.095833333333335,24.1,43.2,262.0833333333333,969.8916666666668,2.5,98.91666666666667,39.75
2018-10-20,54.0,,,,,3.2916666666666665,-1.0,7.6,86.58333333333333,1.1916666666666667,13.516666666666666,21.4,35.6,223.95833333333334,973.1125000000001,1.2000000000000002,96.29166666666667,75.25
2018-10-21,,,,,,6.408333333333334,2.7,9.8,60.666666666666664,-0.9500000000000001,19.916666666666668,27.7,50.0,244.29166666666666,971.6458333333334,0.1,71.08333333333333,81.375
2018-10-22,71.0,,,,,1.0374999999999999,-1.0,3.8,70.08333333333333,-4.095833333333333,14.370833333333332,19.2,35.6,300.0,977.8625000000001,0.0,63.666666666666664,54.833333333333336
2018-10-23,60.0,,,,,-1.5791666666666666,-5.4,2.6,68.54166666666667,-6.8625,9.0875,16.1,30.6,260.2083333333333,983.1916666666666,0.0,50.916666666666664,103.125
2018-10-24,75.0,,,,,1.4291666666666665,-3.5,7.8,64.79166666666667,-5.1000000000000005,11.233333333333334,13.6,27.7,191.625,981.1,0.0,6.75,109.625
2018-10-25,88.0,,,,,2.7541666666666664,-1.6,9.1,67.70833333333333,-3.016666666666667,9.9375,11.9,22.3,167.83333333333334,978.7458333333334,0.0,24.666666666666668,81.41666666666667
2018-10-26,83.0,,,,,5.120833333333334,-1.1,12.0,65.04166666666667,-1.2583333333333333,10.904166666666667,15.5,25.6,151.75,976.25,0.0,0.0,106.25
2018-10-27,65.0,,,,,8.833333333333334,5.0,12.1,58.125,0.8958333333333334,17.295833333333334,22.3,39.6,175.45833333333334,968.7958333333332,1.2000000000000002,83.0,25.0
2018-10-28,61.0,,,,,4.991666666666666,0.6,11.0,76.875,1.0625,22.537499999999998,34.4,59.4,240.83333333333334,970.3083333333334,2.6999999999999997,92.95833333333333,24.0
2018-10-29,57.0,,,,,2.370833333333333,0.0,4.4,82.25,-0.4125000000000001,28.583333333333332,39.6,70.6,223.54166666666666,981.0666666666666,5.2,95.125,15.208333333333334
2018-10-30,72.0,,,,,1.1541666666666668,-4.1,4.7,84.83333333333333,-1.1916666666666667,15.25,24.6,53.3,289.0416666666667,978.8791666666666,6.8999999999999995,72.66666666666667,41.166666666666664
2018-10-31,70.0,,,,,-4.641666666666667,-8.1,-1.8,59.75,-11.633333333333333,13.254166666666668,21.3,39.2,299.75,987.8833333333333,0.1,51.375,81.875
2018-11-01,62.0,,,,,-5.279166666666667,-8.4,-2.0,68.41666666666667,-10.325000000000001,12.137500000000001,19.3,37.4,238.70833333333334,993.3375,0.4,91.29166666666667,58.125
2018-11-02,57.0,,,,,-3.358333333333333,-6.6,-1.0,71.625,-7.916666666666667,19.704166666666666,29.2,52.6,230.16666666666666,991.6999999999999,0.5,84.04166666666667,39.625
