weather_mode,MAE,RMSE,R2,MedAE
observed_same_day,15.311827316887397,20.765251316723703,0.48686872551007,11.598505986377077
lagged_only,16.106399955196476,22.16797035852474,0.4152018826240176,12.073919542542022
